Image_Name,Image_Path,Label,Edge_Count,Contour_Count
0432.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0432.JPEG,1,6842,168
0617.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0617.JPEG,1,3091,128
0090.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0090.JPEG,1,7635,202
0409.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0409.JPEG,1,10458,353
0038.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0038.jpg,0,159195,6230
0560.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0560.jpg,0,18284,287
0449.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0449.JPEG,1,6995,232
0746.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0746.jpg,0,23449,803
0645.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0645.JPEG,1,10014,381
0500.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0500.JPEG,1,4496,128
0419.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0419.jpg,0,2164,54
0363.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0363.JPEG,1,6259,181
0055.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0055.JPEG,1,5956,131
0446.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0446.JPEG,1,12677,479
0622.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0622.jpg,0,5711,103
0425.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0425.JPEG,1,6113,158
0817.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0817.JPEG,1,5763,168
0477.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0477.JPEG,1,5655,150
0895.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0895.JPEG,0,6405,198
0074.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0074.JPEG,1,5253,120
0916.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0916.JPEG,0,12337,460
0217.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0217.JPEG,1,7923,187
0317.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0317.JPEG,1,5859,187
0024.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0024.jpg,0,21109,436
0612.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0612.jpg,0,16959,226
0675.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0675.JPEG,1,6411,282
0533.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0533.jpg,0,205352,5585
0803.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0803.JPEG,0,8886,308
0894.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0894.JPEG,0,6180,150
0694.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0694.JPEG,1,4866,159
0794.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0794.JPEG,0,4719,133
0738.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0738.jpg,0,26267,648
0120.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0120.JPEG,1,3592,49
0488.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0488.jpg,0,1525,38
0890.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0890.JPEG,1,7689,228
0079.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0079.JPEG,1,7166,178
0690.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0690.JPEG,1,5989,175
0190.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0190.jpg,0,15413,456
0413.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0413.jpg,0,26517,427
0492.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0492.jpg,0,80362,2358
0319.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0319.JPEG,1,6943,166
0225.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0225.jpg,0,4237,79
0406.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0406.JPEG,1,7172,209
0572.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0572.jpg,0,8849,247
0498.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0498.jpg,0,11281,206
0136.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0136.JPEG,1,3228,84
0344.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0344.JPEG,1,8234,257
0819.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0819.JPEG,0,5674,191
0399.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0399.JPEG,1,7995,265
0182.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0182.jpg,0,27295,368
0909.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0909.JPEG,0,9883,253
0822.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0822.JPEG,0,6053,182
0308.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0308.JPEG,1,13364,685
0651.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0651.JPEG,1,8663,255
0460.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0460.JPEG,1,4020,91
0510.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0510.jpg,0,22622,680
0288.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0288.JPEG,1,8073,182
0097.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0097.jpg,0,41654,623
0818.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0818.JPEG,0,6355,182
0423.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0423.jpg,0,18405,541
0212.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0212.jpg,0,6362,115
0036.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0036.JPEG,1,5029,87
0670.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0670.jpg,0,30498,643
0396.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0396.jpg,0,8967,249
0318.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0318.JPEG,1,4557,156
0320.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0320.jpg,0,8689,293
0656.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0656.jpg,0,29711,707
0669.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0669.JPEG,1,11916,445
0192.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0192.JPEG,1,7392,210
0403.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0403.jpg,0,16308,531
0464.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0464.jpg,0,8508,115
0574.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0574.JPEG,1,7867,292
0639.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0639.JPEG,1,5029,87
0002.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0002.jpg,0,23062,592
0241.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0241.JPEG,1,6140,159
0085.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0085.JPEG,1,7503,202
0383.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0383.jpeg,1,4577,143
0028.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0028.jpg,0,4434,144
0526.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0526.JPEG,1,5809,200
0909.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0909.JPEG,1,4839,127
0554.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0554.jpg,0,15150,288
0459.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0459.jpg,0,14910,339
0205.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0205.jpg,0,4521,136
0652.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0652.JPEG,1,5417,131
0545.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0545.jpg,0,5034,110
0076.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0076.JPEG,1,7964,245
0718.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0718.jpg,0,14296,271
0445.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0445.jpg,0,16322,365
0790.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0790.jpg,0,7114,205
0672.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0672.JPEG,1,8193,241
0190.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0190.JPEG,1,10632,344
0308.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0308.jpg,0,8391,115
0528.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0528.jpg,0,72289,2708
0462.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0462.JPEG,1,8298,288
0440.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0440.jpg,0,5640,181
0828.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0828.JPEG,0,6853,304
0272.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0272.jpg,0,6605,140
0632.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0632.jpg,0,4129,98
0061.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0061.JPEG,1,6986,169
0742.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0742.JPEG,1,6309,199
0010.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0010.jpg,0,18299,277
0098.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0098.jpg,0,10495,232
0099.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0099.jpg,0,15303,251
0397.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0397.JPEG,1,6299,217
0152.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0152.jpeg,1,5507,140
0447.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0447.jpg,0,14062,218
0554.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0554.JPEG,1,8173,235
0646.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0646.jpg,0,78399,1492
0481.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0481.JPEG,1,1643,34
0573.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0573.JPEG,1,7172,208
0001.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0001.JPEG,1,6859,163
0449.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0449.jpg,0,13924,208
0706.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0706.jpg,0,5163,167
0474.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0474.jpg,0,3720,80
0033.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0033.JPEG,1,10160,430
0627.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0627.JPEG,1,11423,358
0789.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0789.jpg,0,11485,223
0264.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0264.jpg,0,18949,457
0615.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0615.JPEG,1,6328,154
0453.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0453.jpg,0,52064,1416
0047.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0047.JPEG,1,9814,275
0563.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0563.jpg,0,37522,687
0366.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0366.JPEG,1,10629,358
0252.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0252.jpg,0,45822,1052
0210.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0210.jpg,0,7203,127
0487.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0487.jpg,0,1459,42
0110.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0110.jpg,0,9297,224
0105.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0105.JPEG,1,7547,277
0505.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0505.jpg,0,19411,427
0376.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0376.jpg,0,14280,223
0026.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0026.jpg,0,15165,257
0604.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0604.jpg,0,14073,320
0588.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0588.jpg,0,88436,1373
0299.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0299.JPEG,1,6756,183
0782.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0782.JPEG,1,5919,183
0848.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0848.JPEG,0,4579,139
0253.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0253.jpg,0,3238,63
0708.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0708.JPEG,1,10095,269
0680.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0680.jpg,0,78403,3300
0069.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0069.jpg,0,10364,212
0677.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0677.jpg,0,46534,1060
0242.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0242.jpg,0,21914,331
0649.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0649.jpg,0,5045,116
0292.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0292.jpg,0,12699,188
0816.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0816.jpeg,1,2558,35
0009.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0009.jpg,0,19266,339
0497.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0497.JPEG,1,6450,189
0305.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0305.JPEG,1,8385,320
0699.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0699.jpg,0,184204,5498
0739.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0739.JPEG,1,5225,178
0406.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0406.jpg,0,14235,338
0223.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0223.jpg,0,19325,473
0865.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0865.JPEG,0,12539,418
0470.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0470.JPEG,1,4483,85
0801.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0801.JPEG,0,4367,100
0838.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0838.JPEG,0,3271,60
0569.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0569.jpg,0,6842,208
0816.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0816.JPEG,0,3612,108
0594.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0594.JPEG,1,6913,131
0013.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0013.jpg,0,5743,130
0870.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0870.JPEG,1,7340,256
0293.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0293.jpg,0,20110,283
0086.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0086.jpg,0,4988,98
0356.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0356.JPEG,1,7532,261
0167.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0167.JPEG,1,8651,263
0869.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0869.JPEG,0,4018,125
0659.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0659.jpg,0,11665,70
0785.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0785.jpg,0,21737,310
0447.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0447.JPEG,1,6600,257
0850.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0850.JPEG,0,3759,79
0461.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0461.jpg,0,12406,289
0740.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0740.jpg,0,44310,884
0354.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0354.jpg,0,37210,525
0570.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0570.JPEG,1,7986,198
0652.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0652.jpg,0,11983,169
0722.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0722.JPEG,1,4392,113
0579.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0579.jpg,0,22943,914
0547.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0547.jpg,0,16901,362
0385.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0385.JPEG,1,7950,216
0888.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0888.JPEG,1,2896,76
0856.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0856.JPEG,0,6842,218
0866.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0866.JPEG,1,8575,294
0567.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0567.jpg,0,68322,2621
0738.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0738.jpeg,1,7429,182
0071.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0071.JPEG,1,4138,46
0804.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0804.JPEG,0,7059,286
0171.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0171.jpg,0,17541,205
0310.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0310.jpg,0,3512,81
0687.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0687.JPEG,1,5652,157
0499.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0499.JPEG,1,7658,222
0100.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0100.jpg,0,7089,194
0512.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0512.jpg,0,21352,530
0453.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0453.JPEG,1,11698,486
0219.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0219.jpg,0,28415,823
0038.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0038.JPEG,1,8466,278
0010.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0010.JPEG,1,6770,157
0825.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0825.JPEG,1,8200,234
0714.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0714.jpg,0,14542,348
0511.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0511.JPEG,1,6162,184
0910.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0910.JPEG,1,11876,429
0118.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0118.jpg,0,7538,116
0119.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0119.JPEG,1,3747,113
0214.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0214.JPEG,1,7253,179
0776.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0776.JPEG,1,7804,272
0278.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0278.jpg,0,11126,304
0832.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0832.JPEG,1,6583,228
0238.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0238.jpg,0,6394,170
0583.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0583.JPEG,1,6461,181
0526.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0526.jpg,0,21890,622
0360.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0360.JPEG,1,10561,309
0565.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0565.JPEG,1,3814,103
0336.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0336.JPEG,1,4764,127
0557.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0557.JPEG,1,6335,215
0145.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0145.JPEG,1,6490,146
0623.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0623.JPEG,1,6754,222
0265.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0265.jpg,0,42409,1072
0522.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0522.jpg,0,11740,240
0428.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0428.JPEG,1,6284,183
0594.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0594.jpg,0,158752,6171
0884.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0884.JPEG,0,6557,166
0454.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0454.JPEG,1,5973,150
0050.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0050.JPEG,1,6352,164
0312.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0312.JPEG,1,4245,136
0756.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0756.JPEG,1,6868,158
0477.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0477.jpg,0,37003,1160
0628.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0628.JPEG,1,6957,326
0684.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0684.JPEG,1,7564,210
0176.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0176.jpg,0,11223,304
0124.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0124.JPEG,1,4101,133
0545.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0545.JPEG,1,7842,240
0272.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0272.JPEG,1,5176,145
0920.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0920.jpeg,1,5801,144
0478.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0478.JPEG,1,7582,163
0006.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0006.jpg,0,4786,105
0502.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0502.jpg,0,101995,3344
0042.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0042.jpg,0,3307,73
0302.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0302.jpg,0,61513,1521
0813.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0813.JPEG,1,7083,268
0422.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0422.jpg,0,6953,192
0512.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0512.JPEG,1,3753,81
0152.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0152.jpg,0,51853,1853
0671.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0671.jpg,0,19665,304
0728.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0728.JPEG,1,8333,443
0716.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0716.jpeg,1,6498,201
0799.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0799.JPEG,0,10119,454
0254.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0254.JPEG,1,7940,219
0506.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0506.JPEG,1,4241,121
0072.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0072.JPEG,1,4095,135
0129.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0129.jpg,0,4108,92
0851.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0851.JPEG,0,8060,237
0765.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0765.jpg,0,3284,68
0347.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0347.JPEG,1,7577,234
0303.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0303.JPEG,1,6789,195
